sentido,t_s,posicion_mm,presion_A_bar,presion_B_bar
extendiendo,23.0182,100.8212,8.3717,14.3988
extendiendo,23.1118,101.1287,8.2761,14.3512
extendiendo,23.2169,101.3734,8.3466,14.3932
extendiendo,23.3201,101.6360,8.3435,14.3832
extendiendo,23.4132,101.8522,8.3320,14.3929
extendiendo,23.5172,102.1651,8.4276,14.4299
extendiendo,23.6115,102.4257,8.4109,14.4290
extendiendo,23.7202,102.6820,8.3691,14.4003
extendiendo,23.8171,102.9102,8.3184,14.3776
extendiendo,23.9201,103.1662,8.3639,14.4047
extendiendo,24.0148,103.4628,8.4176,14.4335
extendiendo,24.1187,103.7761,8.2573,14.3550
extendiendo,24.2126,104.0008,8.3148,14.3741
extendiendo,24.3189,104.2520,8.3174,14.3721
extendiendo,24.4127,104.4826,8.3184,14.3541
extendiendo,24.5169,104.7872,8.3445,14.4058
extendiendo,24.6210,105.0903,8.3576,14.3970
extendiendo,24.7149,105.3588,8.3832,14.3820
extendiendo,24.8189,105.5900,8.2814,14.3444
extendiendo,24.9123,105.7866,8.4505,14.4220
extendiendo,25.0161,106.0924,8.3513,14.3515
extendiendo,25.1190,106.3946,8.2370,14.3165
extendiendo,25.2110,106.6686,8.3252,14.3674
extendiendo,25.3215,106.8717,8.3273,14.3929
extendiendo,25.4190,107.1441,8.2845,14.3726
extendiendo,25.5105,107.3965,8.4161,14.4100
extendiendo,25.6147,107.7032,8.3038,14.3688
extendiendo,25.7197,108.0027,8.3237,14.3958
extendiendo,25.8131,108.2508,8.3806,14.4029
extendiendo,25.9141,108.4488,8.2782,14.3806
extendiendo,26.0188,108.7039,8.2714,14.3656
extendiendo,26.1125,108.9966,8.3602,14.3847
extendiendo,26.2167,109.3172,8.3691,14.3911
extendiendo,26.3207,109.5320,8.3545,14.4094
extendiendo,26.4174,109.7987,8.3090,14.3859
extendiendo,26.5196,110.0560,8.3743,14.3823
extendiendo,26.6141,110.3276,8.3059,14.3862
extendiendo,26.7188,110.6122,8.3106,14.3342
extendiendo,26.8117,110.8862,8.2610,14.3494
extendiendo,26.9199,111.1093,8.2443,14.3544
extendiendo,27.0124,111.3486,8.3743,14.4014
extendiendo,27.1160,111.6182,8.3659,14.3735
extendiendo,27.2208,111.9352,8.3038,14.3853
extendiendo,27.3146,112.1760,8.3351,14.3735
extendiendo,27.4241,112.4750,8.1889,14.3045
extendiendo,27.5201,112.6560,8.3419,14.3976
extendiendo,27.6149,112.9310,8.4255,14.4376
extendiendo,27.7195,113.2324,8.4197,14.4361
extendiendo,27.8134,113.5399,8.2814,14.3409
extendiendo,27.9167,113.7605,8.2652,14.3647
extendiendo,28.0125,114.0003,8.2088,14.3371
extendiendo,28.1156,114.2421,8.4129,14.4320
extendiendo,28.2186,114.5396,8.3639,14.4064
extendiendo,28.3124,114.8102,8.2599,14.3691
extendiendo,28.4175,115.0794,8.3414,14.4194
extendiendo,28.5196,115.3158,8.2798,14.3935
extendiendo,28.6133,115.5359,8.3947,14.4264
extendiendo,28.7184,115.8575,8.4150,14.4763
extendiendo,28.8127,116.1502,8.3388,14.4023
extendiendo,28.9166,116.4033,8.3179,14.4000
extendiendo,29.0123,116.6363,8.3519,14.4423
extendiendo,29.1200,116.8863,8.3158,14.4108
extendiendo,29.2138,117.1588,8.3947,14.4249
extendiendo,29.3178,117.4908,8.2892,14.3911
extendiendo,29.4116,117.7369,8.2730,14.3791
extendiendo,29.5165,117.9879,8.3205,14.4070
extendiendo,29.6193,118.1612,8.2793,14.3935
extendiendo,29.7133,118.4789,8.3837,14.4229
extendiendo,29.8169,118.7837,8.3367,14.4085
extendiendo,29.9211,119.0567,8.2709,14.3735
extendiendo,30.0155,119.2890,8.1921,14.3412
extendiendo,30.1200,119.5108,8.3310,14.4214
extendiendo,30.2136,119.7657,8.3059,14.4132
extendiendo,30.3189,120.0807,8.2787,14.3835
extendiendo,30.4123,120.3460,8.2302,14.3747
extendiendo,30.5171,120.5989,8.2526,14.3973
extendiendo,30.6129,120.8052,8.2720,14.4223
extendiendo,30.7152,121.0947,8.3184,14.4135
extendiendo,30.8188,121.3731,8.2761,14.4029
extendiendo,30.9131,121.6791,8.2673,14.4088
extendiendo,31.0185,121.8927,8.3216,14.4226
extendiendo,31.1112,122.1458,8.2850,14.4076
extendiendo,31.2180,122.3919,8.2485,14.3838
extendiendo,31.3215,122.7096,8.3174,14.4073
extendiendo,31.4152,122.9958,8.1832,14.3283
extendiendo,31.5201,123.2606,8.2187,14.3703
extendiendo,31.6136,123.4642,8.3174,14.4349
extendiendo,31.7111,123.7112,8.3644,14.4311
extendiendo,31.8150,124.0093,8.2615,14.3864
retrayendo,0.0000,124.3296,8.6892,15.0280
retrayendo,0.0002,124.3394,8.8939,15.3162
retrayendo,0.0004,124.2746,9.1821,15.6505
retrayendo,0.0005,124.2629,9.2630,15.8808
retrayendo,0.0006,124.3114,9.4578,16.1734
retrayendo,0.0007,124.3573,9.5904,16.4210
retrayendo,0.0008,124.3566,9.6661,16.6498
retrayendo,0.0009,124.3279,9.8776,16.9597
retrayendo,0.0010,124.2971,10.0995,17.2512
retrayendo,0.0071,124.2430,12.4336,19.9578
retrayendo,0.0897,124.0151,15.9070,25.7057
retrayendo,0.1884,123.7724,17.6286,28.7502
retrayendo,0.2907,123.4717,18.5585,30.4135
retrayendo,0.3950,123.1907,19.1366,31.2918
retrayendo,0.4886,122.9829,19.4154,31.7644
retrayendo,0.5930,122.7742,19.5882,32.0256
retrayendo,0.6862,122.5269,19.6519,32.1634
retrayendo,0.7861,122.2135,19.6807,32.2679
retrayendo,0.8907,121.9611,19.6812,32.3132
retrayendo,0.9950,121.7233,19.6739,32.3749
retrayendo,1.0882,121.5158,19.8201,32.4788
retrayendo,1.1911,121.2583,19.8989,32.5699
retrayendo,1.2879,120.9612,19.9177,32.6416
retrayendo,1.3924,120.6809,19.9308,32.7047
retrayendo,1.4867,120.4562,19.8039,32.7006
retrayendo,1.5908,120.2753,19.8927,32.7667
retrayendo,1.6951,120.0135,19.9104,32.8014
retrayendo,1.8004,119.7084,19.9757,32.8904
retrayendo,1.8940,119.4366,20.0775,32.9885
retrayendo,1.9874,119.1723,20.0765,33.0343
retrayendo,2.0916,118.9820,20.0493,33.0713
retrayendo,2.1946,118.7398,20.1329,33.1213
retrayendo,2.2881,118.4500,20.1819,33.1595
retrayendo,2.3888,118.1444,20.1438,33.2594
retrayendo,2.4922,117.9238,20.1746,33.2793
retrayendo,2.5862,117.6925,20.1945,33.3422
retrayendo,2.6900,117.4615,20.1637,33.3648
retrayendo,2.7937,117.1780,20.3323,33.4829
retrayendo,2.8918,116.8957,20.3276,33.4735
retrayendo,2.9859,116.6455,20.3360,33.5446
retrayendo,3.0893,116.4431,20.3323,33.5699
retrayendo,3.1930,116.1698,20.3966,33.6677
retrayendo,3.2873,115.8871,20.4462,33.7361
retrayendo,3.3953,115.5835,20.4869,33.7637
retrayendo,3.4881,115.3398,20.5198,33.8475
retrayendo,3.5922,115.1303,20.5558,33.9088
retrayendo,3.6862,114.8988,20.5365,33.8906
retrayendo,3.7883,114.6129,20.4519,33.9200
retrayendo,3.8869,114.2882,20.6033,33.9949
retrayendo,3.9937,114.0540,20.6837,34.0795
retrayendo,4.0862,113.8331,20.7506,34.1477
retrayendo,4.1913,113.6428,20.6613,34.1151
retrayendo,4.2944,113.3273,20.7380,34.1797
retrayendo,4.3890,113.0378,20.6550,34.2173
retrayendo,4.4942,112.7016,20.8446,34.3327
retrayendo,4.5880,112.5594,20.6707,34.2757
retrayendo,4.6926,112.2747,20.7375,34.3562
retrayendo,4.7860,112.0388,20.7004,34.3313
retrayendo,4.8913,111.7240,20.8957,34.4843
retrayendo,4.9902,111.4631,20.8921,34.5293
retrayendo,5.0941,111.2639,20.8863,34.5363
retrayendo,5.1879,111.0251,20.8446,34.5387
retrayendo,5.2928,110.7285,20.9224,34.6259
retrayendo,5.3863,110.4472,21.0164,34.7099
retrayendo,5.4888,110.1608,21.0336,34.7275
retrayendo,5.5862,109.9502,21.1083,34.7866
retrayendo,5.6886,109.7227,21.0284,34.7425
retrayendo,5.7921,109.4441,21.0654,34.7784
retrayendo,5.8857,109.1211,20.9861,34.8174
retrayendo,5.9900,108.8590,21.0331,34.8794
retrayendo,6.0876,108.6274,21.1526,34.9925
retrayendo,6.1921,108.4071,21.1819,34.9822
retrayendo,6.2948,108.1306,21.0367,34.9294
retrayendo,6.3866,107.8481,21.1333,35.0066
retrayendo,6.4903,107.5392,21.2158,35.0950
retrayendo,6.5947,107.3203,21.2184,35.1338
retrayendo,6.6879,107.0909,21.2096,35.0965
retrayendo,6.7923,106.8167,21.2362,35.1635
retrayendo,6.8869,106.5329,21.2404,35.2075
retrayendo,6.9900,106.2441,21.2414,35.2269
retrayendo,7.0875,106.0230,21.3150,35.2933
retrayendo,7.1897,105.7803,21.2847,35.3180
retrayendo,7.2935,105.5255,21.3448,35.3409
retrayendo,7.3884,105.2190,21.3422,35.3588
retrayendo,7.4933,104.9282,21.3860,35.4135
retrayendo,7.5857,104.6773,21.4216,35.4678
retrayendo,7.6937,104.4678,21.3824,35.4596
retrayendo,7.7863,104.1780,21.5307,35.5838
retrayendo,7.8894,103.9004,21.3208,35.4796
retrayendo,7.9944,103.5992,21.5933,35.6540
retrayendo,8.0870,103.3565,21.5594,35.6220
retrayendo,8.1863,103.1198,21.5150,35.6367
retrayendo,8.2899,102.8704,21.6174,35.6761
retrayendo,8.3939,102.5898,21.5552,35.6949
retrayendo,8.4874,102.2952,21.5469,35.6878
retrayendo,8.5926,102.0236,21.5349,35.7287
retrayendo,8.6915,101.8129,21.5521,35.7530
retrayendo,8.7892,101.5527,21.6048,35.8232
retrayendo,8.8930,101.3134,21.6064,35.8291
retrayendo,8.9865,100.9703,21.6106,35.8623
retrayendo,9.0911,100.7234,21.6774,35.9040
retrayendo,9.1917,100.4805,21.7093,35.9293
retrayendo,9.2904,100.2434,21.6675,35.9087
retrayendo,9.3950,99.9669,21.6351,35.9390
retrayendo,9.4892,99.6524,21.7354,36.0130
retrayendo,9.5936,99.3862,21.7161,36.0162
retrayendo,9.6872,99.2085,21.7427,36.0800
retrayendo,9.7908,98.9197,21.7667,36.1161
retrayendo,9.8948,98.6520,21.7443,36.0938
retrayendo,9.9887,98.3362,21.8299,36.1552
retrayendo,10.0921,98.0812,21.8247,36.1640
retrayendo,10.1862,97.8256,21.8581,36.2078
retrayendo,10.2940,97.5882,21.8194,36.1857
retrayendo,10.3872,97.3198,21.8670,36.2034
retrayendo,10.4924,97.0021,21.9014,36.2674
retrayendo,10.5854,96.7165,21.9583,36.3300
retrayendo,10.6887,96.4665,21.9061,36.2953
retrayendo,10.7897,96.2369,21.9891,36.3690
retrayendo,10.8938,95.9442,21.8398,36.2974
retrayendo,10.9874,95.6969,21.9615,36.3923
retrayendo,11.0928,95.3998,21.9714,36.3414
retrayendo,11.1952,95.1372,22.0528,36.4789
retrayendo,11.2886,94.9091,22.0247,36.4563
retrayendo,11.3918,94.6467,21.9515,36.4187
retrayendo,11.4846,94.3426,22.0868,36.4977
retrayendo,11.5873,94.0659,22.1139,36.5427
retrayendo,11.6913,93.8058,22.0669,36.5112
retrayendo,11.7853,93.5970,21.9829,36.4816
retrayendo,11.8894,93.3429,22.0591,36.5582
retrayendo,11.9930,93.0497,22.0273,36.5197
retrayendo,12.0951,92.7248,22.0575,36.6017
retrayendo,12.1886,92.4643,22.1301,36.6358
retrayendo,12.2933,92.2496,22.1108,36.6552
retrayendo,12.3919,92.0127,22.1395,36.6652
retrayendo,12.4959,91.7081,22.1400,36.7028
retrayendo,12.5882,91.3991,22.1155,36.7063
retrayendo,12.6909,91.1227,22.0847,36.6983
retrayendo,12.7937,90.8761,22.2366,36.7157
retrayendo,12.8856,90.6883,22.1380,36.7324
retrayendo,12.9860,90.3633,22.1776,36.7459
retrayendo,13.0888,90.0619,22.1166,36.6916
retrayendo,13.1915,89.7835,22.2805,36.8267
retrayendo,13.2944,89.5253,22.3202,36.8743
retrayendo,13.3883,89.3037,22.2675,36.8285
retrayendo,13.4902,89.0374,22.2528,36.8320
retrayendo,13.5932,88.7345,22.2205,36.8476
retrayendo,13.6867,88.4450,22.1823,36.8402
retrayendo,13.7903,88.2050,22.3118,36.9113
retrayendo,13.8945,88.0079,22.2648,36.9016
retrayendo,13.9869,87.7193,22.1787,36.8737
retrayendo,14.0894,87.4388,22.3071,36.9560
retrayendo,14.1924,87.1082,22.4126,37.0397
retrayendo,14.2853,86.8492,22.3312,36.9898
retrayendo,14.3892,86.6189,22.3792,37.0033
retrayendo,14.4990,86.3791,22.2868,36.9994
retrayendo,14.5933,86.0932,22.3562,37.0417
retrayendo,14.6875,85.7780,22.3541,37.0077
retrayendo,14.7911,85.5299,22.3996,37.0782
retrayendo,14.8952,85.2654,22.4283,37.0964
retrayendo,14.9891,85.0147,22.4272,37.1046
retrayendo,15.0851,84.7521,22.3484,37.0697
retrayendo,15.1885,84.4218,22.4617,37.1413
retrayendo,15.2937,84.1417,22.4398,37.1957
retrayendo,15.3876,83.9216,22.4836,37.1968
retrayendo,15.4924,83.6985,22.4972,37.2303
retrayendo,15.5871,83.3740,22.5531,37.2450
retrayendo,15.6896,83.1041,22.5056,37.2394
retrayendo,15.7939,82.8068,22.5066,37.2580
retrayendo,15.8867,82.5758,22.4565,37.2233
retrayendo,15.9916,82.3292,22.6330,37.3267
retrayendo,16.0940,82.0683,22.4460,37.2342
retrayendo,16.1862,81.7545,22.4998,37.2430
retrayendo,16.2906,81.4715,22.5912,37.2841
retrayendo,16.3955,81.2242,22.5750,37.3299
retrayendo,16.4896,81.0157,22.5437,37.3235
retrayendo,16.5945,80.7038,22.5656,37.3558
retrayendo,16.6906,80.4148,22.4925,37.3320
retrayendo,16.7946,80.1291,22.6319,37.4104
retrayendo,16.8892,79.8706,22.6043,37.4104
retrayendo,16.9936,79.6425,22.4915,37.3473
retrayendo,17.0876,79.3617,22.5907,37.3948
retrayendo,17.1919,79.0962,22.5802,37.3910
retrayendo,17.2951,78.7671,22.6700,37.4457
retrayendo,17.3890,78.5047,22.6894,37.5015
retrayendo,17.4932,78.2642,22.6178,37.4518
retrayendo,17.5872,78.0152,22.5781,37.4636
retrayendo,17.6962,77.7225,22.5526,37.4747
retrayendo,17.7898,77.4065,22.6821,37.5153
retrayendo,17.8944,77.1429,22.7395,37.5270
retrayendo,17.9877,76.8985,22.7395,37.5358
retrayendo,18.0905,76.6692,22.5933,37.4706
retrayendo,18.1985,76.4063,22.7254,37.5494
retrayendo,18.2858,76.0782,22.6612,37.5640
retrayendo,18.3906,75.8032,22.6998,37.5855
retrayendo,18.4937,75.5513,22.6758,37.5317
retrayendo,18.5885,75.3353,22.6972,37.5740
retrayendo,18.6928,75.0346,22.7520,37.5905
retrayendo,18.7886,74.7341,22.7447,37.5761
retrayendo,18.8927,74.4526,22.8371,37.6627
retrayendo,18.9863,74.1958,22.8178,37.6369
retrayendo,19.0915,73.9725,22.6800,37.5908
retrayendo,19.1845,73.6934,22.6706,37.6190
retrayendo,19.2909,73.3833,22.6977,37.6343
retrayendo,19.3852,73.0930,22.7374,37.6821
retrayendo,19.4904,72.8367,22.8800,37.7341
retrayendo,19.5947,72.6190,22.7693,37.6907
retrayendo,19.6896,72.3368,22.7056,37.6372
retrayendo,19.7999,72.0445,22.7834,37.7018
retrayendo,19.8849,71.7298,22.7807,37.7003
retrayendo,19.9879,71.4905,22.8408,37.7385
retrayendo,20.0912,71.2463,22.7583,37.6895
retrayendo,20.1933,70.9682,22.7489,37.7197
retrayendo,20.2871,70.7000,22.7886,37.7573
retrayendo,20.3892,70.3503,22.8131,37.7970
retrayendo,20.4922,70.1275,22.8591,37.7879
retrayendo,20.5865,69.8896,22.8220,37.7723
retrayendo,20.6917,69.6185,22.7980,37.7550
retrayendo,20.7851,69.3234,22.7578,37.7318
retrayendo,20.8979,69.0152,22.8580,37.7885
retrayendo,20.9907,68.7635,22.8852,37.8064
retrayendo,21.0955,68.5295,22.9306,37.8443
retrayendo,21.1893,68.2941,22.8768,37.8328
retrayendo,21.2923,67.9965,22.7599,37.7882
retrayendo,21.3884,67.6701,22.9510,37.8928
retrayendo,21.4911,67.4024,23.0481,37.9324
retrayendo,21.5954,67.1779,22.8272,37.8349
retrayendo,21.6882,66.9265,22.9531,37.9257
retrayendo,21.7910,66.6263,22.9567,37.9066
retrayendo,21.8946,66.3098,22.8773,37.8930
retrayendo,21.9955,66.0195,22.9541,37.9195
retrayendo,22.0879,65.8042,22.9583,37.9430
retrayendo,22.1899,65.5492,22.9510,37.9497
retrayendo,22.2931,65.2613,22.9400,37.9392
retrayendo,22.3867,64.9691,22.8836,37.9480
retrayendo,22.4869,64.6648,22.9405,37.9882
retrayendo,22.5901,64.4657,23.0293,38.0050
retrayendo,22.6949,64.2505,22.9306,37.9594
retrayendo,22.7888,63.9233,22.8471,37.9010
retrayendo,22.8912,63.6292,22.9635,37.9636
retrayendo,22.9933,63.3355,22.8559,37.9301
retrayendo,23.0868,63.0797,22.9844,38.0214
retrayendo,23.1914,62.8363,22.9327,37.9779
retrayendo,23.2957,62.5834,22.9301,38.0091
retrayendo,23.3903,62.2681,22.9478,38.0026
retrayendo,23.5001,61.9521,22.9938,38.0329
retrayendo,23.5905,61.7029,23.0491,38.0811
retrayendo,23.6949,61.4725,22.9583,38.0435
retrayendo,23.7890,61.2179,22.9807,38.0546
retrayendo,23.8924,60.9034,22.9557,38.0487
retrayendo,23.9862,60.6034,22.9525,38.0446
retrayendo,24.0917,60.3236,22.9614,38.0681
retrayendo,24.1953,60.1044,22.9907,38.0564
retrayendo,24.2899,59.8496,22.9692,38.0543
retrayendo,24.3935,59.5210,22.9933,38.0781
retrayendo,24.4868,59.2496,22.9739,38.0690
retrayendo,24.5946,58.9645,23.0564,38.1189
retrayendo,24.6883,58.7208,23.1374,38.1480
retrayendo,24.7925,58.4798,23.0314,38.0822
retrayendo,24.8869,58.1941,23.0063,38.1066
retrayendo,24.9898,57.8871,22.9651,38.0887
retrayendo,25.0958,57.6058,23.0497,38.1574
retrayendo,25.1865,57.4029,23.0925,38.1739
retrayendo,25.2905,57.1282,23.0439,38.1239
retrayendo,25.3950,56.8445,22.9828,38.0952
retrayendo,25.4875,56.5246,22.9468,38.1134
retrayendo,25.5911,56.2268,23.0596,38.1595
retrayendo,25.6940,56.0181,23.0956,38.1689
retrayendo,25.7869,55.7688,23.0194,38.1377
retrayendo,25.8905,55.4854,23.0533,38.1495
retrayendo,25.9952,55.1733,23.0737,38.1850
retrayendo,26.0885,54.8854,23.1844,38.2188
retrayendo,26.1855,54.6548,23.0794,38.1962
retrayendo,26.2951,54.4223,23.0021,38.1254
retrayendo,26.3890,54.1221,23.0789,38.2012
retrayendo,26.4927,53.8030,23.0846,38.2194
retrayendo,26.5865,53.5115,23.1285,38.2441
retrayendo,26.6853,53.2501,23.1682,38.2729
retrayendo,26.7856,53.0241,23.1416,38.2732
retrayendo,26.8890,52.7635,23.0126,38.2206
retrayendo,26.9933,52.4667,23.0470,38.2344
retrayendo,27.0860,52.1475,23.1118,38.2673
retrayendo,27.1894,51.9026,23.2115,38.2981
retrayendo,27.2874,51.6650,23.1823,38.2961
retrayendo,27.3896,51.3927,23.1118,38.2676
retrayendo,27.4931,51.1158,23.0763,38.2356
retrayendo,27.5866,50.7940,23.0867,38.2667
retrayendo,27.6911,50.5302,23.1076,38.2870
retrayendo,27.7953,50.3120,23.1510,38.3213
retrayendo,27.8897,50.0438,23.1468,38.2764
retrayendo,27.9944,49.7091,23.1489,38.2882
retrayendo,28.0878,49.4492,23.1880,38.3099
retrayendo,28.1916,49.1511,23.2225,38.3240
retrayendo,28.2870,48.9458,23.1839,38.3404
retrayendo,28.3912,48.6801,23.0815,38.2984
retrayendo,28.4852,48.4085,23.1964,38.3166
retrayendo,28.5902,48.0631,23.2261,38.3557
retrayendo,28.6943,47.8255,23.1974,38.3634
retrayendo,28.7882,47.5648,23.1536,38.3334
retrayendo,28.8939,47.3350,23.1661,38.3399
retrayendo,28.9884,47.0207,23.2653,38.3607
retrayendo,29.0925,46.7234,23.1489,38.3316
retrayendo,29.1870,46.4293,23.1750,38.3302
retrayendo,29.2909,46.2108,23.1943,38.3472
retrayendo,29.3867,45.9747,23.1520,38.3407
retrayendo,29.4899,45.6776,23.1959,38.3537
retrayendo,29.5943,45.3674,23.2277,38.3713
retrayendo,29.6875,45.0789,23.2972,38.3892
retrayendo,29.7900,44.8677,23.2507,38.4165
retrayendo,29.8920,44.6105,23.3165,38.4406
retrayendo,29.9849,44.3386,23.2658,38.4018
retrayendo,30.0896,44.0294,23.2319,38.4195
retrayendo,30.1923,43.7321,23.2371,38.3942
retrayendo,30.2854,43.4916,23.2731,38.4148
retrayendo,30.3887,43.2591,23.1839,38.3995
retrayendo,30.4927,42.9589,23.2752,38.4289
retrayendo,30.5934,42.6672,23.2298,38.4430
retrayendo,30.6897,42.3570,23.2721,38.4380
retrayendo,30.7873,42.1031,23.3567,38.4809
retrayendo,30.8891,41.8524,23.3452,38.4068
retrayendo,30.9888,41.5971,23.2517,38.3728
retrayendo,31.0929,41.2920,23.3384,38.3930
retrayendo,31.1845,41.0013,23.3019,38.3945
retrayendo,31.2871,40.7314,23.4684,38.4579
retrayendo,31.3878,40.4928,23.2105,38.3290
retrayendo,31.4932,40.2467,23.2543,38.3604
retrayendo,31.5846,39.9778,23.2209,38.3440
retrayendo,31.6858,39.6392,23.2815,38.2685
retrayendo,31.7872,39.3674,23.3771,38.1148
retrayendo,31.8957,39.1410,23.3671,38.1069
retrayendo,31.9901,38.8946,23.4596,38.1654
retrayendo,32.0863,38.6170,23.4089,38.1659
retrayendo,32.1896,38.3250,23.3995,38.1345
retrayendo,32.2921,37.9971,23.5186,38.1962
retrayendo,32.3847,37.7874,23.4434,38.1554
retrayendo,32.4907,37.5525,23.4267,38.1748
retrayendo,32.5942,37.2744,23.4094,38.1554
retrayendo,32.6867,36.9443,23.4998,38.2226
retrayendo,32.7882,36.6861,23.4888,38.2373
retrayendo,32.8902,36.4040,23.5233,38.1974
retrayendo,32.9931,36.1708,23.5609,38.2288
retrayendo,33.0875,35.9378,23.5468,38.2647
retrayendo,33.1908,35.6075,23.5400,38.2600
retrayendo,33.2934,35.3046,23.4350,38.2291
retrayendo,33.3865,35.0272,23.5838,38.3046
retrayendo,33.4902,34.8054,23.5650,38.2661
retrayendo,33.5905,34.5367,23.5300,38.2617
retrayendo,33.6929,34.2707,23.4549,38.2203
retrayendo,33.7847,33.9426,23.5744,38.2676
retrayendo,33.8877,33.6877,23.5488,38.2649
retrayendo,33.9905,33.4531,23.6538,38.2896
retrayendo,34.0945,33.2138,23.5013,38.2817
retrayendo,34.1868,32.9269,23.5186,38.2435
retrayendo,34.2891,32.6424,23.5765,38.2573
retrayendo,34.3929,32.2956,23.7149,38.3448
retrayendo,34.4861,32.0988,23.5598,38.2887
retrayendo,34.5898,31.8466,23.5671,38.2852
retrayendo,34.6928,31.5913,23.5473,38.2517
retrayendo,34.7875,31.2743,23.6042,38.3337
retrayendo,34.8901,30.9569,23.6569,38.3548
retrayendo,34.9944,30.7164,23.6512,38.3610
retrayendo,35.0874,30.4914,23.5081,38.2990
retrayendo,35.1926,30.2106,23.5656,38.3299
retrayendo,35.2863,29.9271,23.5927,38.3334
retrayendo,35.3907,29.6111,23.6653,38.4027
retrayendo,35.4932,29.3570,23.5937,38.3369
retrayendo,35.5870,29.1179,23.6465,38.3601
retrayendo,35.6970,28.8524,23.5937,38.3240
retrayendo,35.7889,28.5597,23.5922,38.3128
retrayendo,35.8926,28.2535,23.6240,38.3554
retrayendo,35.9859,28.0273,23.6705,38.3901
retrayendo,36.0902,27.7647,23.6261,38.4059
retrayendo,36.1921,27.5135,23.5290,38.3537
retrayendo,36.2939,27.2246,23.6930,38.4259
retrayendo,36.3865,26.9174,23.6219,38.3845
retrayendo,36.4891,26.6507,23.6266,38.4215
retrayendo,36.5940,26.4230,23.6742,38.4265
retrayendo,36.6874,26.1599,23.5927,38.4065
retrayendo,36.7874,25.8794,23.5421,38.3986
